NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ms),Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Kernel Name
,,18345,18345,0,48,0.0773,0.0016,0.0016,0.0015,0.0017,0.0000,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,153.8281,0.3004,0.3005,0.2920,0.3109,0.0027,ucopy_bf16
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,19.9050,0.0389,0.0389,0.0385,0.0395,0.0001,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,15.8170,0.0309,0.0312,0.0276,0.0316,0.0009,"void kiln_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,0.8649,0.0017,0.0017,0.0017,0.0017,0.0000,urecip_bf16
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,0.8227,0.0016,0.0016,0.0015,0.0017,0.0000,bmul_bf16
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,0.7287,0.0014,0.0014,0.0014,0.0015,0.0000,uexp_bf16
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,0.7287,0.0014,0.0014,0.0014,0.0015,0.0000,uneg_bf16
:kiln/attn/full/decode_fused,PushPop,18345,18345,512,512,0.7118,0.0014,0.0014,0.0013,0.0014,0.0000,affine_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,48,3.9461,0.0822,0.0539,0.0158,0.2999,0.0983,ucopy_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.6358,0.0795,0.0794,0.0792,0.0798,0.0002,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.4757,0.0595,0.0594,0.0584,0.0602,0.0007,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.1986,0.0248,0.0248,0.0246,0.0250,0.0001,bmul_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.1979,0.0247,0.0247,0.0246,0.0249,0.0001,urecip_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.1738,0.0217,0.0217,0.0216,0.0218,0.0001,uexp_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.1710,0.0214,0.0214,0.0212,0.0216,0.0001,uneg_bf16
:kiln/attn/full/prefill,PushPop,18345,18345,8,8,0.1695,0.0212,0.0212,0.0210,0.0213,0.0001,affine_bf16
:kiln/attn/gdn/chunk,PushPop,18345,18345,192,192,9.0939,0.0474,0.0482,0.0412,0.0486,0.0023,"<unnamed>::gdn_fwd_sub_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
:kiln/attn/gdn/recurrent,PushPop,18345,18345,1536,1536,23.6217,0.0154,0.0154,0.0148,0.0157,0.0001,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
:kiln/kv/copy,PushPop,18345,18345,520,9120,12.2258,0.0013,0.0013,0.0013,0.0016,0.0000,copy2d_bf16
:kiln/kv/copy,PushPop,18345,18345,8,16,0.1977,0.0124,0.0124,0.0123,0.0124,0.0000,ucopy_bf16
:kiln/lm_head,PushPop,18345,18345,64,64,115.5564,1.8056,1.8055,1.8036,1.8076,0.0009,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
:kiln/lm_head,PushPop,18345,18345,1,1,4.3682,4.3682,4.3682,4.3682,4.3682,0.0000,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
:kiln/lm_head,PushPop,18345,18345,65,65,0.4018,0.0062,0.0057,0.0056,0.0346,0.0036,fast_sum_f32
:kiln/lm_head,PushPop,18345,18345,65,130,0.3795,0.0029,0.0032,0.0014,0.0388,0.0044,bmul_f32
:kiln/lm_head,PushPop,18345,18345,65,130,0.2096,0.0016,0.0015,0.0014,0.0138,0.0011,cast_bf16_f32
:kiln/lm_head,PushPop,18345,18345,65,130,0.1783,0.0014,0.0014,0.0012,0.0018,0.0001,affine_f32
:kiln/lm_head,PushPop,18345,18345,65,65,0.1116,0.0017,0.0017,0.0017,0.0018,0.0000,badd_f32
:kiln/lm_head,PushPop,18345,18345,65,65,0.1075,0.0017,0.0014,0.0014,0.0180,0.0021,usqr_f32
:kiln/lm_head,PushPop,18345,18345,65,65,0.1013,0.0016,0.0013,0.0013,0.0153,0.0017,cast_f32_bf16
:kiln/lm_head,PushPop,18345,18345,65,65,0.0987,0.0015,0.0015,0.0015,0.0017,0.0000,urecip_f32
:kiln/lm_head,PushPop,18345,18345,65,65,0.0954,0.0015,0.0015,0.0014,0.0017,0.0000,usqrt_f32
:kiln/lm_head,PushPop,18345,18345,65,65,0.0769,0.0012,0.0012,0.0012,0.0015,0.0000,const_set_f32
:kiln/mlp/down,PushPop,18345,18345,2080,2080,1360.5524,0.6541,0.6551,0.6178,0.6785,0.0111,ucopy_bf16
:kiln/mlp/down,PushPop,18345,18345,2048,2048,154.7917,0.0756,0.0755,0.0750,0.0767,0.0003,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/mlp/down,PushPop,18345,18345,32,32,5.2978,0.1656,0.1656,0.1646,0.1666,0.0005,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
:kiln/mlp/gate,PushPop,18345,18345,2080,2080,1432.6784,0.6888,0.6853,0.6724,0.7141,0.0098,ucopy_bf16
:kiln/mlp/gate,PushPop,18345,18345,2048,2048,165.4262,0.0808,0.0807,0.0798,0.0820,0.0004,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
:kiln/mlp/gate,PushPop,18345,18345,2048,2048,6.2473,0.0031,0.0030,0.0029,0.0032,0.0001,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
:kiln/mlp/gate,PushPop,18345,18345,32,32,5.9929,0.1873,0.1872,0.1864,0.1879,0.0003,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
:kiln/mlp/up,PushPop,18345,18345,2080,2080,1433.9803,0.6894,0.6856,0.6692,0.7127,0.0107,ucopy_bf16
:kiln/mlp/up,PushPop,18345,18345,2048,2048,164.4214,0.0803,0.0802,0.0794,0.0816,0.0004,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
:kiln/mlp/up,PushPop,18345,18345,2048,2048,6.0562,0.0030,0.0029,0.0028,0.0032,0.0000,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
:kiln/mlp/up,PushPop,18345,18345,32,32,5.9913,0.1872,0.1872,0.1866,0.1880,0.0004,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,12.8540,0.0062,0.0057,0.0055,0.0348,0.0036,fast_sum_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,4160,12.0860,0.0029,0.0032,0.0014,0.0395,0.0044,bmul_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,4160,6.6930,0.0016,0.0015,0.0013,0.0145,0.0011,cast_bf16_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,4160,5.7442,0.0014,0.0014,0.0012,0.0020,0.0001,affine_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,3.5682,0.0017,0.0017,0.0015,0.0018,0.0000,badd_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,3.4424,0.0017,0.0014,0.0014,0.0182,0.0020,usqr_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,3.2363,0.0016,0.0013,0.0013,0.0157,0.0017,cast_f32_bf16
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,3.1254,0.0015,0.0015,0.0013,0.0018,0.0001,urecip_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,3.0426,0.0015,0.0015,0.0013,0.0017,0.0000,usqrt_f32
:kiln/norm/pre_attn,PushPop,18345,18345,2080,2080,2.4713,0.0012,0.0012,0.0012,0.0015,0.0000,const_set_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,12.7820,0.0061,0.0057,0.0054,0.0348,0.0035,fast_sum_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,4160,11.8181,0.0028,0.0030,0.0014,0.0388,0.0044,bmul_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,4160,6.6562,0.0016,0.0015,0.0014,0.0148,0.0011,cast_bf16_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,4160,5.6624,0.0014,0.0014,0.0012,0.0018,0.0001,affine_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,3.5700,0.0017,0.0017,0.0016,0.0018,0.0000,badd_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,3.3907,0.0016,0.0014,0.0013,0.0183,0.0020,usqr_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,3.2314,0.0016,0.0013,0.0013,0.0156,0.0017,cast_f32_bf16
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,2.9519,0.0014,0.0014,0.0013,0.0017,0.0001,urecip_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,2.9181,0.0014,0.0014,0.0013,0.0017,0.0000,usqrt_f32
:kiln/norm/pre_mlp,PushPop,18345,18345,2080,2080,2.5371,0.0012,0.0012,0.0012,0.0016,0.0000,const_set_f32
:kiln/proj/o,PushPop,18345,18345,520,520,156.1978,0.3004,0.3004,0.2920,0.3109,0.0027,ucopy_bf16
:kiln/proj/o,PushPop,18345,18345,512,512,19.9050,0.0389,0.0389,0.0385,0.0395,0.0001,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/proj/o,PushPop,18345,18345,8,8,0.6358,0.0795,0.0794,0.0792,0.0798,0.0002,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
:kiln/proj/qkv,PushPop,18345,18345,520,1560,414.7503,0.2659,0.0844,0.0790,0.6565,0.2583,ucopy_bf16
:kiln/proj/qkv,PushPop,18345,18345,512,512,34.4604,0.0673,0.0673,0.0669,0.0681,0.0002,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
:kiln/proj/qkv,PushPop,18345,18345,512,1024,8.5209,0.0083,0.0083,0.0079,0.0088,0.0002,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/proj/qkv,PushPop,18345,18345,512,1024,1.7828,0.0017,0.0018,0.0017,0.0019,0.0001,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
:kiln/proj/qkv,PushPop,18345,18345,8,8,1.4949,0.1869,0.1868,0.1862,0.1876,0.0005,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
:kiln/proj/qkv,PushPop,18345,18345,8,16,0.4703,0.0294,0.0294,0.0292,0.0296,0.0001,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
:kiln/residual,PushPop,18345,18345,4160,4160,9.5225,0.0023,0.0021,0.0020,0.0151,0.0016,badd_bf16

