env_var,call_site_count,first_seen,via_env_flag_or_tristate,via_env_var,crates_touched
KILN_METAL_LORA_LINEAR_BENCH_WARMUP,2,crates/kiln-model/src/forward.rs:30842,no,yes,kiln-model
KILN_MODEL_ADAPTER_DIR,2,crates/kiln-server/src/config.rs:6771,no,no,kiln-server
KILN_MODEL_ID,2,crates/kiln-server/src/config.rs:5503,no,no,kiln-server
KILN_MODEL_MODEL_ID,2,crates/kiln-server/src/config.rs:6772,no,no,kiln-server
KILN_MODEL_TOKENIZER_PATH,2,crates/kiln-server/src/config.rs:6776,no,no,kiln-server
KILN_MTP_DEBUG,2,crates/kiln-model/src/mtp_debug.rs:316,no,yes,kiln-model
KILN_OPD_USE_CHAT_TEMPLATE_RENDER,2,crates/kiln-train/src/opd.rs:2923,no,yes,kiln-train
KILN_PI_BIN,2,crates/kiln-server/src/config.rs:5691,no,no,kiln-server
KILN_PI_SESSIONS_DIR,2,crates/kiln-server/src/config.rs:5695,no,no,kiln-server
KILN_QUALIFICATION_MODEL_PATH,2,crates/kiln-train/tests/qwen35_sft_oracle.rs:53,no,no,kiln-model;kiln-train
KILN_REPO_ROOT,2,crates/kiln-server/src/execution_provenance.rs:191,no,yes,kiln-server;kiln-train
KILN_REQUEST_TIMEOUT_SECS,2,crates/kiln-server/src/config.rs:5387,no,no,kiln-server
KILN_ROCM_ATTENTION_YIELD_MS,2,crates/kiln-flash-attn/src/rocm_sdpa.rs:302,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_GQA_QBLOCK,2,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:430,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_KEY_TILE,2,crates/kiln-flash-attn/src/rocm_sdpa.rs:706,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_STREAMING_MIN_SEQ,2,crates/kiln-flash-attn/src/rocm_sdpa.rs:716,no,no,kiln-flash-attn
KILN_ROCM_FLASH_ONLINE_BWD,2,crates/kiln-flash-attn/src/rocm_sdpa.rs:738,no,no,kiln-flash-attn
KILN_ROCM_GRAPHS,2,crates/kiln-server/src/config.rs:102,no,no,kiln-server
KILN_SERVER_CHAT_CONFIG_HASH_METADATA,2,crates/kiln-server/src/config.rs:6788,no,no,kiln-server
KILN_SERVER_CHAT_PERFORMANCE_METADATA,2,crates/kiln-server/src/config.rs:6789,no,no,kiln-server
KILN_SERVER_DEFAULT_THINKING_BUDGET_TOKENS,2,crates/kiln-server/src/config.rs:6791,no,no,kiln-server
KILN_SERVER_FOLD_REASONING_INTO_CONTENT,2,crates/kiln-server/src/config.rs:6795,no,no,kiln-server
KILN_SERVER_HTTP_SEND_BUFFER_BYTES,2,crates/kiln-server/src/config.rs:6797,no,no,kiln-server
KILN_SERVER_MAX_BATCH_TOKENS,2,crates/kiln-server/src/config.rs:6798,no,no,kiln-server
KILN_SERVER_MAX_PREFILL_LAYERS_PER_CYCLE,2,crates/kiln-server/src/config.rs:6800,no,no,kiln-server
KILN_SERVER_MAX_PREFILL_TOKENS_PER_CYCLE,2,crates/kiln-server/src/config.rs:6801,no,no,kiln-server
KILN_SERVER_REQUEST_TIMEOUT_SECS,2,crates/kiln-server/src/config.rs:6803,no,no,kiln-server
KILN_SERVER_SHUTDOWN_TIMEOUT_SECS,2,crates/kiln-server/src/config.rs:6805,no,no,kiln-server
KILN_SERVER_SLOW_REQUEST_WARN_SECS,2,crates/kiln-server/src/config.rs:6806,no,no,kiln-server
KILN_SERVER_STREAM_STALL_GRACE_MS,2,crates/kiln-server/src/config.rs:6807,no,no,kiln-server
KILN_SERVING_PROFILE,2,crates/kiln-server/src/config.rs:74,no,no,kiln-server
KILN_SHUTDOWN_TIMEOUT_SECS,2,crates/kiln-server/src/config.rs:5464,no,no,kiln-server
KILN_SPECULATIVE_DRAFT_LAYERS,2,crates/kiln-server/src/config.rs:6809,no,no,kiln-server
KILN_SPECULATIVE_NUM_SPECULATIVE_TOKENS,2,crates/kiln-server/src/config.rs:6812,no,no,kiln-server
KILN_TENSOR_CUDA_TEST,2,crates/kiln-tensor/src/cuda_storage.rs:2345,no,yes,kiln-tensor
KILN_TENSOR_METAL_TEST,2,crates/kiln-tensor/src/metal_storage.rs:2605,no,yes,kiln-tensor
KILN_TERMINAL,2,crates/kiln-server/src/config.rs:5392,no,no,kiln-server
KILN_TRACE_ROCM_FLASH_FWD,2,crates/kiln-flash-attn/src/rocm_sdpa.rs:742,yes,no,kiln-flash-attn;kiln-model
KILN_TRACE_SFT_TIMINGS,2,crates/kiln-train/src/trainer.rs:13692,yes,no,kiln-kt-bridge;kiln-train
KILN_TRAINING_CHECKPOINT_INTERVAL,2,crates/kiln-server/src/config.rs:6821,no,no,kiln-server
KILN_TRAINING_GRAD_CHECKPOINT_SEGMENTS,2,crates/kiln-server/src/config.rs:6822,no,no,kiln-server
KILN_TRAINING_MEMORY_GB,2,crates/kiln-server/src/config.rs:5520,no,no,kiln-server
KILN_TRAINING_MEMORY_RESERVE_GB,2,crates/kiln-server/src/training_preflight.rs:2395,no,no,kiln-server
KILN_TRAINING_NO_GRAD_CHECKPOINT,2,crates/kiln-server/src/config.rs:6825,no,no,kiln-server
KILN_VK_PAGED_BLOCK_SIZE,2,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:704,no,no,kiln-vulkan-kernel
KILN_VK_PAGED_HISTORY,2,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:698,no,no,kiln-vulkan-kernel
KILN_VK_SOLVE_TRI_CPU,2,crates/kiln-vulkan-kernel/src/vk_ops/solve_tri.rs:67,no,yes,kiln-vulkan-kernel
KILN_VULKAN_FULL_ATTN_QKV_BF16_ROWS8_MIN_BATCH,2,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:179,no,yes,kiln-model;kiln-vulkan-kernel
KILN_ACCELERATOR_ROCM_BF16_MATMUL_OUTPUT_MODE,1,crates/kiln-server/src/config.rs:6733,no,no,kiln-server
KILN_ACCELERATOR_ROCM_STRIDED_BATCHED_MATMUL_MODE,1,crates/kiln-server/src/config.rs:6737,no,no,kiln-server
KILN_ADAPTER_SMOKE_PROMPT_FILE,1,crates/kiln-train/src/trainer.rs:731,no,no,kiln-train
KILN_AGENT_SELF_IMPROVE,1,crates/kiln-server/src/config.rs:6838,no,no,kiln-server
KILN_ALLOW_FP8_ON_METAL,1,crates/kiln-model/src/backend/capability.rs:2458,no,no,kiln-model
KILN_BENCH_FORCE_MTP,1,crates/kiln-server/src/bench.rs:1449,no,yes,kiln-server
KILN_BENCH_LOG_ITL,1,crates/kiln-server/src/bench.rs:1181,no,yes,kiln-server
KILN_BENCH_LOG_TOKENS,1,crates/kiln-server/src/bench.rs:1180,no,yes,kiln-server
KILN_BOX102_LMHEAD_NO_FASTPATH,1,crates/kiln-model/src/forward.rs:10409,no,yes,kiln-model
KILN_BOX102_TOKPROBE,1,crates/kiln-model/src/cuda_graph.rs:1356,no,yes,kiln-model
KILN_CHECKPOINT_KILL_CHILD_ROOT,1,crates/kiln-train/src/checkpoint.rs:1398,no,no,kiln-train
KILN_CHECKPOINT_KILL_CHILD_STAGE,1,crates/kiln-train/src/checkpoint.rs:1399,no,no,kiln-train
KILN_CUDA_GRAPHS_BATCHED,1,crates/kiln-model/src/cuda_graph.rs:277,no,yes,kiln-model
KILN_CUDA_GRAPHS_BATCHED_KV_FUSED,1,crates/kiln-model/src/forward.rs:38979,no,yes,kiln-model
KILN_CUDA_GRAPHS_BATCHED_NO_REPLAY,1,crates/kiln-model/src/cuda_graph.rs:865,no,yes,kiln-model
KILN_CUDA_GRAPH_CACHE_MAX,1,crates/kiln-model/src/cuda_graph.rs:2749,no,yes,kiln-model
KILN_CUDA_GRAPH_STABLE_PAGED_METADATA,1,crates/kiln-model/src/cuda_graph.rs:180,no,yes,kiln-model
KILN_CUDA_NATIVE_TRAINING,1,crates/kiln-model/src/backend/capability.rs:2001,no,no,kiln-model
KILN_CUDA_TRAINING_MLP_CHUNK_TOKENS,1,crates/kiln-model/src/forward.rs:8897,no,yes,kiln-model
KILN_DEBUG_BATCHED_HIDDEN,1,crates/kiln-model/src/cuda_graph.rs:2729,no,yes,kiln-model
KILN_DEBUG_GDN_STATE,1,crates/kiln-model/src/cuda_graph.rs:2690,no,yes,kiln-model
KILN_DEBUG_LAYER_NORMS,1,crates/kiln-model/src/forward.rs:10069,no,yes,kiln-model
KILN_DEFAULT_THINKING_BUDGET_MS,1,crates/kiln-server/src/config.rs:98,no,no,kiln-server
KILN_DEFAULT_THINKING_BUDGET_TOKENS,1,crates/kiln-server/src/config.rs:96,no,no,kiln-server
KILN_DETECT_ANOMALY,1,crates/kiln-autograd/src/anomaly.rs:78,no,no,kiln-autograd
KILN_DISABLE_CUDA_,1,crates/kiln-model/tests/backend_capability_contract.rs:1855,no,no,kiln-model
KILN_DISABLE_CUDA_ATTN_DECODE_QKV_PREP,1,crates/kiln-model/src/forward.rs:338,no,yes,kiln-model
KILN_DISABLE_CUDA_BF16_INFERENCE_STATE,1,crates/kiln-model/src/backend/capability.rs:2503,no,no,kiln-model
KILN_DISABLE_CUDA_DIRECT_PAGED_DECODE,1,crates/kiln-model/src/backend/capability.rs:2109,no,no,kiln-model
KILN_DISABLE_CUDA_GDN_BATCHED_DECODE_ROW_LOOP,1,crates/kiln-model/src/generate.rs:285,no,yes,kiln-model
KILN_DISABLE_CUDA_SPLIT_Q_GATE_TRAINING,1,crates/kiln-model/src/forward.rs:17140,no,no,kiln-model
KILN_DISABLE_CUDA_TRAINING_MLP_CHUNKING,1,crates/kiln-model/src/forward.rs:8877,no,no,kiln-model
KILN_DISABLE_FUSED_CUDA_ATTN_SIGMOID_MUL,1,crates/kiln-model/src/forward.rs:361,no,yes,kiln-model
KILN_DISABLE_FUSED_CUDA_MLP_SILU_MUL,1,crates/kiln-model/src/forward.rs:346,no,yes,kiln-model
KILN_DISABLE_FUSED_CUDA_ROTARY_QK,1,crates/kiln-model/src/forward.rs:331,no,yes,kiln-model
KILN_DISABLE_FUSED_MLP_GATE_UP_PREFILL,1,crates/kiln-model/src/forward.rs:355,no,yes,kiln-model
KILN_DISABLE_FUSED_PAGED_DECODE_DYN_SEQLEN_BATCH,1,crates/kiln-model/src/forward.rs:21040,no,yes,kiln-model
KILN_DISABLE_GDN_CHUNK_PRE_PERMUTE,1,crates/kiln-model/src/forward.rs:12192,no,yes,kiln-model
KILN_DISABLE_GPU_TRAINING_MLP_CHUNKING,1,crates/kiln-model/src/forward.rs:8879,no,no,kiln-model
KILN_DISABLE_GRPO_SHARED_PREFIX_REF,1,crates/kiln-train/src/trainer.rs:11343,yes,no,kiln-train
KILN_DISABLE_METAL_ATTN_GATE_FUSION,1,crates/kiln-model/src/backend/metal_config.rs:38,no,no,kiln-model
KILN_DISABLE_METAL_CONV1D_PREFILL,1,crates/kiln-model/src/backend/metal_config.rs:5,no,no,kiln-model
KILN_DISABLE_METAL_FUSED_CONV1D,1,crates/kiln-model/src/backend/metal_config.rs:7,no,no,kiln-model
KILN_DISABLE_METAL_FUSED_QKV_PROJ,1,crates/kiln-model/src/backend/metal_config.rs:39,no,no,kiln-model
KILN_DISABLE_METAL_GATED_RMSNORM,1,crates/kiln-model/src/backend/metal_config.rs:17,no,no,kiln-model
KILN_DISABLE_METAL_GDN_DECODE_GATES_RECURRENT,1,crates/kiln-model/src/backend/metal_config.rs:14,no,no,kiln-model
KILN_DISABLE_METAL_GDN_DECODE_GATES_RECURRENT_RMSNORM,1,crates/kiln-model/src/backend/metal_config.rs:16,no,no,kiln-model
KILN_DISABLE_METAL_GDN_FORWARD_SUBSTITUTION,1,crates/kiln-model/src/backend/metal_config.rs:11,no,no,kiln-model
KILN_DISABLE_METAL_GDN_GATES,1,crates/kiln-model/src/backend/metal_config.rs:10,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_FUSION,1,crates/kiln-model/src/backend/metal_config.rs:41,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_ROW_PAIR,1,crates/kiln-model/src/backend/metal_config.rs:42,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_ROW_QUAD,1,crates/kiln-model/src/backend/metal_config.rs:43,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_ROW_TRIPLE,1,crates/kiln-model/src/backend/metal_config.rs:44,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_SERIAL_VECTOR_LOAD,1,crates/kiln-model/src/backend/metal_config.rs:46,no,no,kiln-model
KILN_DISABLE_METAL_GDN_IN_PROJ_SERIAL_X2_LOAD,1,crates/kiln-model/src/backend/metal_config.rs:48,no,no,kiln-model
KILN_DISABLE_METAL_GDN_PREFILL_AB_IN_PROJ,1,crates/kiln-model/src/backend/metal_config.rs:24,no,no,kiln-model
KILN_DISABLE_METAL_GDN_PREFILL_DECAY_RECURRENT,1,crates/kiln-model/src/backend/metal_config.rs:23,no,no,kiln-model
KILN_DISABLE_METAL_GDN_PREFILL_QKV_CONV_SPLIT,1,crates/kiln-model/src/backend/metal_config.rs:21,no,no,kiln-model
KILN_DISABLE_METAL_GDN_QKV_CONV_NORM,1,crates/kiln-model/src/backend/metal_config.rs:19,no,no,kiln-model
KILN_DISABLE_METAL_GDN_QK_NORM,1,crates/kiln-model/src/backend/metal_config.rs:18,no,no,kiln-model
KILN_DISABLE_METAL_GDN_RECURRENT,1,crates/kiln-model/src/backend/metal_config.rs:12,no,no,kiln-model
KILN_DISABLE_METAL_LM_HEAD_ARGMAX,1,crates/kiln-model/src/backend/metal_config.rs:50,no,no,kiln-model
KILN_DISABLE_METAL_LM_HEAD_ARGMAX_GPU_REDUCE,1,crates/kiln-model/src/backend/metal_config.rs:53,no,no,kiln-model
KILN_DISABLE_METAL_LM_HEAD_ARGMAX_ROWS,1,crates/kiln-model/src/backend/metal_config.rs:51,no,no,kiln-model
KILN_DISABLE_METAL_LM_HEAD_SAMPLE,1,crates/kiln-model/src/backend/metal_config.rs:54,no,no,kiln-model
KILN_DISABLE_METAL_LORA_DELTA_DECODE,1,crates/kiln-model/src/backend/metal_config.rs:40,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_FUSION,1,crates/kiln-model/src/backend/metal_config.rs:27,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_ROW_PAIR,1,crates/kiln-model/src/backend/metal_config.rs:28,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_ROW_QUAD,1,crates/kiln-model/src/backend/metal_config.rs:29,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_ROW_QUAD_VECTOR_LOAD,1,crates/kiln-model/src/backend/metal_config.rs:32,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_ROW_TRIPLE,1,crates/kiln-model/src/backend/metal_config.rs:30,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_SERIAL_DEDICATED,1,crates/kiln-model/src/backend/metal_config.rs:36,no,no,kiln-model
KILN_DISABLE_METAL_MLP_GATE_UP_SERIAL_VECTOR_LOAD,1,crates/kiln-model/src/backend/metal_config.rs:34,no,no,kiln-model
KILN_DISABLE_METAL_MLP_SILU_MUL,1,crates/kiln-model/src/backend/metal_config.rs:37,no,no,kiln-model
KILN_DISABLE_METAL_RMSNORM,1,crates/kiln-model/src/backend/metal_config.rs:26,no,no,kiln-model
KILN_DISABLE_METAL_SDPA,1,crates/kiln-model/src/backend/metal_config.rs:3,no,no,kiln-model
KILN_DISABLE_METAL_SDPA_FULL,1,crates/kiln-model/src/backend/metal_config.rs:4,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV,1,crates/kiln-model/src/backend/metal_config.rs:59,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_ROW_PAIR,1,crates/kiln-model/src/backend/metal_config.rs:65,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_ROW_QUAD,1,crates/kiln-model/src/backend/metal_config.rs:67,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_ROW_QUAD_TILE8,1,crates/kiln-model/src/backend/metal_config.rs:69,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_ROW_TRIPLE_TILE8,1,crates/kiln-model/src/backend/metal_config.rs:71,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_TILE16,1,crates/kiln-model/src/backend/metal_config.rs:63,no,no,kiln-model
KILN_DISABLE_METAL_TRANSPOSED_COOP_GEMV_TILE8,1,crates/kiln-model/src/backend/metal_config.rs:61,no,no,kiln-model
KILN_DISABLE_OPD_LOSS_KERNEL,1,crates/kiln-opd-loss-kernel/src/lib.rs:159,no,yes,kiln-opd-loss-kernel
KILN_DISABLE_PARALLEL_AUX_LOAD,1,crates/kiln-model/src/backend/capability.rs:1800,no,no,kiln-model
KILN_DISABLE_PARALLEL_PACK,1,crates/kiln-model/src/marlin_proj.rs:392,no,yes,kiln-model
KILN_DISABLE_PARALLEL_PROJECTION_LOAD,1,crates/kiln-model/src/backend/capability.rs:1799,no,no,kiln-model
KILN_DISABLE_ROCM_ATTN_DECODE_QKV_PREP,1,crates/kiln-model/src/forward.rs:339,no,yes,kiln-model
KILN_DISABLE_ROCM_BF16_INFERENCE_STATE,1,crates/kiln-model/src/backend/capability.rs:2510,no,no,kiln-model
KILN_DISABLE_ROCM_BF16_MATMUL_F32_OUTPUT,1,crates/kiln-server/src/config.rs:118,no,no,kiln-server
KILN_DISABLE_ROCM_CONCAT_SAFE_ROW_ASSEMBLY,1,crates/kiln-tensor/src/rocm_ops/concat.rs:176,no,yes,kiln-tensor
KILN_DISABLE_ROCM_FULL_ATTN_QKV_IN_PROJ,1,crates/kiln-model/src/backend/rocm.rs:56,no,no,kiln-model
KILN_DISABLE_ROCM_GDN_AB_IN_PROJ,1,crates/kiln-model/src/backend/rocm.rs:68,no,no,kiln-model
KILN_DISABLE_ROCM_GDN_DECODE_QK_NORM_RECURRENT,1,crates/kiln-model/src/backend/rocm.rs:250,no,no,kiln-model
KILN_DISABLE_ROCM_GDN_DECODE_QK_NORM_RECURRENT_RMSNORM,1,crates/kiln-model/src/backend/rocm.rs:255,no,no,kiln-model
KILN_DISABLE_ROCM_GDN_PREFILL_AB_IN_PROJ,1,crates/kiln-model/src/backend/rocm.rs:78,no,no,kiln-model
KILN_DISABLE_ROCM_GDN_PREFILL_GATES,1,crates/kiln-model/src/backend/rocm.rs:1621,no,no,kiln-model
KILN_DISABLE_ROCM_GQA_D256_PARALLEL,1,crates/kiln-tensor/tests/rocm_paged_attn_decode_parity.rs:11,no,no,kiln-tensor
KILN_DISABLE_ROCM_GQA_PAGED_ATTN,1,crates/kiln-tensor/src/rocm_ops/paged_decode_meta.rs:774,no,yes,kiln-tensor
KILN_DISABLE_ROCM_GQA_SDPA_F32,1,crates/kiln-model/src/forward.rs:17963,no,no,kiln-model
KILN_DISABLE_ROCM_LORA_DECODE_ADD,1,crates/kiln-model/src/backend/rocm.rs:259,no,no,kiln-model
KILN_DISABLE_ROCM_SPLIT_PAGED_ATTN,1,crates/kiln-tensor/src/rocm_ops/paged_decode_meta.rs:165,no,yes,kiln-tensor
KILN_DISABLE_ROCM_SPLIT_Q_GATE_F32_OUTPUT,1,crates/kiln-model/src/forward.rs:17223,no,no,kiln-model
KILN_DISABLE_ROCM_SPLIT_Q_GATE_TRAINING,1,crates/kiln-model/src/forward.rs:17141,no,no,kiln-model
KILN_DISABLE_ROCM_STRIDED_BATCHED_MATMUL,1,crates/kiln-server/src/config.rs:113,no,no,kiln-server
KILN_DISABLE_ROCM_TRAINING_MLP_CHUNKING,1,crates/kiln-model/src/forward.rs:8878,no,no,kiln-model
KILN_DISABLE_ROCM_W8_SAMPLED_LM_HEAD,1,crates/kiln-model/src/forward.rs:10837,no,yes,kiln-model
KILN_DISABLE_ROCM_W8_SWIGLU,1,crates/kiln-model/src/rocm_w8_proj.rs:36,yes,no,kiln-model
KILN_DISABLE_SPLIT_Q_GATE_TRAINING,1,crates/kiln-model/src/forward.rs:17136,no,no,kiln-model
KILN_DISABLE_VULKAN_BF16_INFERENCE_STATE,1,crates/kiln-model/src/backend/capability.rs:2521,no,no,kiln-model
KILN_DISABLE_VULKAN_BF16_PACKED_FULL_ATTN_QKV_WEIGHTS,1,crates/kiln-model/src/backend/vulkan_config.rs:80,no,yes,kiln-model
KILN_DISABLE_VULKAN_BF16_PACKED_GDN_IN_PROJ_WEIGHTS,1,crates/kiln-model/src/backend/vulkan_config.rs:75,no,yes,kiln-model
KILN_DISABLE_VULKAN_BF16_PACKED_LINEAR_WEIGHTS,1,crates/kiln-model/src/backend/vulkan_config.rs:73,no,yes,kiln-model
KILN_DISABLE_VULKAN_BF16_PACKED_MLP_DECODE_WEIGHTS,1,crates/kiln-model/src/backend/vulkan_config.rs:88,no,yes,kiln-model
KILN_DISABLE_VULKAN_CAUSAL_CONV1D_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:221,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_CONV1D_PREFILL_SINGLE_SUBMIT,1,crates/kiln-model/src/backend/vulkan_config.rs:56,no,yes,kiln-model
KILN_DISABLE_VULKAN_FULL_ATTN_QKV,1,crates/kiln-model/src/backend/vulkan_config.rs:78,no,yes,kiln-model
KILN_DISABLE_VULKAN_FULL_ATTN_QKV_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:380,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_FUSED_CONV1D_PREFILL,1,crates/kiln-model/src/backend/vulkan_config.rs:54,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_CHUNKWISE_FORWARD,1,crates/kiln-model/src/backend/vulkan_gdn.rs:264,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_CHUNK_BATCHED_TRANSFERS,1,crates/kiln-vulkan-kernel/src/kernels.rs:430,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_DECODE_FUSED_RESIDENT_STATE,1,crates/kiln-model/src/backend/vulkan_gdn.rs:23,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_GATED_NORM_BATCHED_UPLOADS,1,crates/kiln-vulkan-kernel/src/kernels.rs:423,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_GATED_NORM_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:210,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_GATES_BATCHED_TRANSFERS,1,crates/kiln-vulkan-kernel/src/kernels.rs:417,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_GATES_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:204,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_IN_PROJ_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:385,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_PREFILL_IN_PROJ,1,crates/kiln-model/src/backend/vulkan_config.rs:37,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_RECURRENT_HOST_VISIBLE_STATE,1,crates/kiln-vulkan-kernel/src/kernels.rs:333,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_RECURRENT_PARALLEL_REDUCE,1,crates/kiln-vulkan-kernel/src/kernels.rs:358,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_RECURRENT_QK_NORM,1,crates/kiln-model/src/backend/vulkan_config.rs:70,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_RECURRENT_RESIDENT_STATE,1,crates/kiln-model/src/backend/vulkan_config.rs:99,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_RECURRENT_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:352,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_GDN_RECURRENT_STEP_F32,1,crates/kiln-model/src/backend/capability.rs:2553,no,yes,kiln-model
KILN_DISABLE_VULKAN_GDN_RECURRENT_UNEXPANDED_QK,1,crates/kiln-model/src/backend/vulkan_config.rs:68,no,yes,kiln-model
KILN_DISABLE_VULKAN_LINEAR_ARGMAX_BATCH,1,crates/kiln-model/src/backend/vulkan_config.rs:77,no,yes,kiln-model
KILN_DISABLE_VULKAN_LINEAR_ARGMAX_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:374,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_LINEAR_DECODE,1,crates/kiln-model/src/backend/vulkan_config.rs:71,no,yes,kiln-model
KILN_DISABLE_VULKAN_LINEAR_DECODE_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:368,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_MLP_BF16_GATE_UP_F32_DOWN,1,crates/kiln-model/src/backend/vulkan_config.rs:90,no,yes,kiln-model
KILN_DISABLE_VULKAN_MLP_CHAINED_DISPATCH,1,crates/kiln-vulkan-kernel/src/kernels.rs:231,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_MLP_CHAINED_TRANSFER_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:237,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_MLP_DECODE,1,crates/kiln-model/src/backend/vulkan_config.rs:86,no,yes,kiln-model
KILN_DISABLE_VULKAN_MLP_F32_DOWN_ROWS4,1,crates/kiln-vulkan-kernel/src/kernels.rs:40,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_MLP_GATE_UP_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:215,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_PAGED_ATTN_BATCHED_UPLOADS,1,crates/kiln-vulkan-kernel/src/kernels.rs:436,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_PAGED_ATTN_DECODE_BATCH,1,crates/kiln-model/src/backend/vulkan_config.rs:82,no,yes,kiln-model
KILN_DISABLE_VULKAN_PAGED_ATTN_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:193,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_PAGED_DECODE_GPU_GATHER,1,crates/kiln-model/src/backend/vulkan_attention.rs:23,no,yes,kiln-model
KILN_DISABLE_VULKAN_PREFILL_ROW_PAIR_MATMUL,1,crates/kiln-vulkan-kernel/src/kernels.rs:441,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_QWEN_RMSNORM_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:199,no,yes,kiln-vulkan-kernel
KILN_DISABLE_VULKAN_SKIP_FINAL_GDN_STATE_READBACK,1,crates/kiln-model/src/generate.rs:139,no,yes,kiln-model
KILN_DISABLE_VULKAN_SPLIT_Q_GATE_TRAINING,1,crates/kiln-model/src/forward.rs:17142,no,no,kiln-model
KILN_DOCTEST_PYTHON,1,crates/kiln-eval/src/scorers/python_doctest.rs:390,no,yes,kiln-eval
KILN_ENABLE_CUDA_GDN_BATCHED_DECODE_ROW_LOOP,1,crates/kiln-model/src/generate.rs:290,no,yes,kiln-model
KILN_ENABLE_METAL_GDN_STREAMING_FASTPATHS,1,crates/kiln-model/src/forward.rs:918,no,no,kiln-model
